4 0.000580633635064316	0.000238208670795617	7.44402096236303e-05	0.000133992377322535	0.000119104335397808	2.23320628870891e-05	1.86100524059076e-05	2.23320628870891e-05
5 0.000103798940949936	2.70779845956354e-05	1.45418806161746e-05	1.10317715019255e-05	0	0	0	0
6 1.41035191508798e-05	2.15234428808607e-06	3.39843834960959e-07	2.26562556640639e-07	0	0	0	0
